moneyness,tau,r,vol0,theta,kappa,gamma,rho,time value,IV
0.9204469918389498,1.368855627993797,0.0283370178600331,0.2586320890662286,0.1018392093171749,1.552076853013241,0.0439860868247363,-0.0175249532841333,-1.8439865327391636,0.409516921405384
1.395899748544295,0.2181909041805396,0.0887230806989561,0.2699336229886062,0.0748258089044042,0.0548160319152195,0.3790324761373642,-0.9307057687857944,-3.6653902692197695,0.5607651964680826
0.7946719814091094,0.4450684316396019,0.0135971998051652,0.1279145138767392,0.4424808649111463,0.4378826805355404,0.2250226198316963,-0.1543482454774891,-3.6965981080267105,0.3897675585528759
1.0891467768470753,0.7318096980345459,0.0484929286222631,0.4681798822017069,0.2457179069229935,0.5322502398104387,0.1019861475503078,-0.7115792488030485,-1.6201168788741587,0.6531227929724537
1.0745446835790644,0.5918058595971252,0.0092234299391092,0.4012823108548651,0.1828748574845111,0.2386772955160552,0.4111372154491252,-0.4753003553296294,-1.851331623008634,0.6205852996652084
0.6117694314848278,0.6362962932467807,0.0414239172984303,0.2326670169990662,0.3380436559615886,0.5232205343280201,0.402216795050572,-0.0838398072204286,-4.046911370980781,0.4934499188823338
0.8304781278122082,0.1936307875015062,0.0927669709034901,0.3067837376936016,0.4775647021824465,1.2211421260991713,0.2273061858609758,-0.9043166801254424,-3.446289135683818,0.5532821052986492
1.236891803740952,1.033091875637539,0.0757070734412742,0.4953741876975572,0.1696075411019589,0.5456577938482985,0.1264705855398972,-0.3281887349491003,-1.5241759100144783,0.6485852423440974
0.707796843596652,1.157067740974837,0.0683239042816541,0.051496029378631,0.009403045742349,0.0734081558411265,0.1155328850654062,-0.5692991232591553,-4.650212283114107,0.20362834315506007
0.7422455591321802,1.0626638674790254,0.0500087208921195,0.2277591733006962,0.094082541148491,0.0428308243363624,0.4210148149362318,-0.9150925951612532,-2.8883194947995308,0.39084312240561303
1.022616162745262,1.0925133646329437,0.0009839622082083,0.0628997268247031,0.1782238065662548,0.25696347199394,0.0108928318524134,-0.0551878910833156,-2.299832865150202,0.278051911378725
0.6856211072481321,0.5137151450267516,0.068587549764812,0.4349813167502832,0.3520152402839666,0.8124798639231889,0.3656001555429475,-0.3168275788410114,-3.071461956880793,0.6271328521199848
0.97391108652414,1.3382070244867732,0.0092356412022467,0.4166698593739422,0.4936371637810152,1.842213869935457,0.4321318985709567,-0.7085672630943824,-1.2575297543940132,0.658967014190921
0.9270740873618512,1.0130534640552338,0.0693233850087231,0.4148124562528649,0.4644607625672762,1.3766256894815108,0.3491360591916517,-0.7715225410229398,-1.4556995198968035,0.6426806958540965
1.3808280555996175,0.6906645997737153,0.0186699913749431,0.2454529001691274,0.0918074473085016,0.5949375800340639,0.2341969553253667,-0.7123198783643411,-2.825054579268002,0.48446219624224796
1.0733104976756938,1.3069411880225563,0.0060186331000355,0.2275767556343994,0.0858687874317811,0.024262683895367,0.2503519315771269,-0.4609151257974334,-1.725794754240388,0.4607919763918744
0.9423199230743996,0.6419830292154006,0.0763653151778587,0.392046323339832,0.0438098449506307,1.8298613443480731,0.0854799411033258,-0.3721796604407265,-1.9161172949021785,0.505600076456858
1.176574337518062,0.4941174289886242,0.0494352986953507,0.0663916903874286,0.4826332401025979,1.2633792083966509,0.3984701180170262,-0.8182061601235439,-2.6801313313675847,0.42133526301654456
1.180495255539293,1.057234135324005,0.0948397556633292,0.2552863355367735,0.3087233686434695,0.6444545265917647,0.0634287021969647,-0.0480278432229138,-1.6303745105292142,0.5169199260433288
1.3291440041873828,0.2493922430438969,0.0703672145551013,0.4311917263087346,0.1527656215945319,1.5805470107413906,0.0788131873269043,-0.7808934150307176,-3.154900035362475,0.6251183645065339
1.2019836127309096,1.3427062206128264,0.0618993687150704,0.4865936193280184,0.3213003026285934,1.7444050494033052,0.4975875374686292,-0.710393206879134,-1.397703638110924,0.6137569021791478
0.9875940999568988,1.0439377971639032,0.0036444433810243,0.2350943721014295,0.2210991870067908,1.8761009893332927,0.0891917144007178,-0.4275806061836531,-1.6769862749839881,0.4776294408350168
0.8104592575221425,0.2611017556282961,0.060236405043933,0.1244416284236472,0.0879503550906483,1.814360822760117,0.1064592418645857,-0.8130720462473293,-4.661333554641131,0.33190816587534755
1.1347544974439758,0.387665849637642,0.0816736849878585,0.4729455146334369,0.4958149269007476,1.412456904433813,0.0511114476498625,-0.5786305075570227,-2.0194789754342373,0.6899085624866075
1.2446886122567111,1.113250307832774,0.0723520634507027,0.1699107829844377,0.0480902501963316,1.3272913911015818,0.4243183046312483,-0.1435966580222601,-2.1631441758002774,0.3420740122612642
0.8968568562202188,1.040620773423106,0.0771150233796463,0.0762115400258977,0.1699485382459455,1.8909033409716165,0.341364171908435,-0.3808626400761796,-2.159584850250948,0.3474243765515439
0.7970766127636493,0.6971459991524978,0.0226566184221477,0.4461427090037789,0.4139949883717801,1.87794301228606,0.0068604439952921,-0.4027793434318639,-2.1901908600969446,0.6545583554782297
0.8135517992595632,0.8635944215427025,0.0105540262709818,0.0686869745834783,0.1737406581326508,1.6280654837080255,0.1864439473490992,-0.6725242779447265,-3.1717642933706607,0.3260201611590219
1.133402817326174,0.2598454123634953,0.0488416576252835,0.4694881558279071,0.2653105607480649,0.4624376137571511,0.3526771799583257,-0.8292866705356584,-2.392922092130039,0.6835797628275486
0.744584525682734,1.325785353248362,0.0814515188682047,0.0851488410813553,0.143757376885139,1.4616735118029838,0.0727660959818963,-0.5904944934585137,-2.7580366327777344,0.3354008615053772
1.3688885051954232,1.1076905684619978,0.094112572507307,0.4912481817096158,0.3848066903225819,0.4152170970737388,0.1078498294622241,-0.101749619635811,-1.4745094322352545,0.6884385677119553
0.7231970138682486,0.8938456543841922,0.0539410151619792,0.3960006157994812,0.0507060653927124,1.8962014180377984,0.4066438631763193,-0.2309751656488323,-2.8938504081862924,0.4541172139954597
0.6800532330208482,0.8135779118424842,0.0296920443591863,0.2636164483102619,0.4105390000749081,0.3318835302604876,0.4022135600482613,-0.2507995392456197,-3.1129582689841375,0.5051172120499814
0.6657606270317511,1.266907704143868,0.0298547445621404,0.1425723731292432,0.3631875148951917,0.903879761822144,0.3634835021586561,-0.3140197329093371,-2.8856651177484722,0.4560655381499146
1.1160433174198237,1.0174869004483018,0.0742181082182228,0.2011051414223741,0.1362613761764677,0.602559541608271,0.3332966719850829,-0.0488088612753853,-1.8155488024288118,0.42900715980863424
1.2944206818862725,0.8403248580281584,0.0221783061952821,0.3575638918600172,0.2547415766695646,0.5108103929658891,0.1871178152444836,-0.3599642670945929,-2.0556044254466737,0.5884096464490085
0.8779041099308312,0.4606158794264962,0.0070226227839113,0.3938997586860366,0.2617334077259911,0.5315926390884209,0.4449268449458013,-0.3405553594502822,-2.312044851611305,0.6003444451891937
0.6619948512668402,0.841942059859594,0.0794044906261775,0.3543627162342389,0.1047707329886821,0.9704099879730416,0.3200826443553183,-0.0533385591441895,-2.973721631943465,0.5222259576805754
1.2515562393462836,0.123014710149982,0.0206036750081544,0.4604092352292725,0.0031226983931081,1.091856542451426,0.0556724251740312,-0.4723793613514644,-3.9719978738182515,0.6614692426330748
0.8653121675560066,0.8612049121981871,0.092040938027105,0.1615403700309171,0.1272681889273332,0.6643235677215376,0.3398451996292489,-0.5569206023534199,-2.341294167250971,0.37412920508700154
0.6623869558498011,1.3300059699430793,0.0774085621166948,0.4894508650959699,0.0404568495626094,1.850079532657644,0.2069686460457304,-0.0895513993953632,-2.6750779444861577,0.4567094183641984
1.365043439082554,0.6605847130286518,0.0205224489505753,0.1703484219459675,0.4223666766086391,0.6572553000299399,0.2597610875617314,-0.5523933249821822,-2.828143293533011,0.48370146600632324
1.3605164316584055,0.6172034041860149,0.00138629886888,0.0881016533283683,0.3643294150777674,0.3952445005966061,0.0463555723711173,-0.6349697705744883,-4.205385846629199,0.3462157315755121
1.1494342060142224,1.2490864521441534,0.0773410830112618,0.3458007476119203,0.1529135285703192,1.4772733309652246,0.3070745615544443,-0.6748495293200802,-1.561163586267337,0.4976324298797863
1.363737736307468,0.2001482629055682,0.0975415787859229,0.1738502582779507,0.1957180816549037,1.0173985210518464,0.4484384684650594,-0.4806006956716787,-4.004582614001315,0.4515603136530899
1.0255498940857015,0.8518459363209714,0.0383377205790455,0.43056711345986,0.4608772816260076,0.1758910198942613,0.1261182059482646,-0.5133559056302194,-1.4434783912975533,0.6581685666822068
1.3731350358979566,0.8350750258244564,0.0759618050785186,0.3011684888839071,0.0549791081522801,0.3664806395752955,0.0744134768496889,-0.5986774847724236,-2.1308689353448944,0.5189608976218096
1.0386204471353842,0.4628258761003108,0.0626603713365008,0.3727724773543652,0.3970099872286933,1.8462713805254407,0.2244279388686293,-0.7059641086807285,-1.8445506754731458,0.6172710745988752
0.9252701392571,0.2576314200890042,0.0374258207380487,0.2868143636715876,0.1080554962637016,0.963839775496134,0.3056789255058217,-0.7502495403970348,-2.674412856262561,0.5073426871888387
0.8590618989037208,0.6180544534973251,0.0854562496665708,0.4848091360956484,0.1513141417013708,0.924879669997342,0.2412935848116116,-0.2204562683558437,-1.9847965937198477,0.6371670341934532
1.083154543506376,0.5807601317699005,0.0292394535679558,0.1727479995624362,0.1976402855751492,1.2815961294096987,0.2586194180214632,-0.7184780387782005,-2.3038183631159783,0.4263218160588167
0.860823093936822,0.280557165821363,0.0576847041214301,0.368488882415269,0.4145582786385344,0.8337124589330034,0.2491970308028867,-0.2269373795572271,-2.7191124296054365,0.605627500818855
0.7034341612507309,0.1698026390010139,0.0199394444761486,0.4656086636893072,0.2421472472583473,1.8497398615526408,0.0641039128522528,-0.2277967434128048,-4.549317113474697,0.6574932331125183
0.6307889493982674,1.0481555214518017,0.0396312422010096,0.2776102136518422,0.2032093446622879,0.9290179406334572,0.2202440958050984,-0.8578485642034732,-3.3040102485416885,0.4595523893419795
0.6707855261371918,0.7345879711938023,0.0751128769717712,0.370352540872341,0.1123387949410246,0.0953664326550824,0.4617046290329402,-0.7428903618593745,-3.0785561872650575,0.5293295302783463
1.2778142851217216,0.6924244507170214,0.0883821486940896,0.2242388142217189,0.0611947654836148,0.5958760699385697,0.3824566951224976,-0.3395211540250162,-2.282627709755078,0.4557140076747146
0.7322536326260017,0.7528440690914947,0.0671261906467564,0.3986781087779659,0.3435759218672701,1.4153498139847092,0.4492449231564134,-0.2485964278853404,-2.47651198285714,0.5991418087853617
1.2057176880660907,0.7591933528116546,0.0204740449502955,0.3333534999994225,0.4221604311318672,0.0153724809937603,0.1503623457030929,-0.7984582845793702,-2.0208452809772144,0.5754084615080046
1.1538299937129846,0.959110706710346,0.0449545534889007,0.2154048603725653,0.4278191725776524,0.97964883780202,0.0838336850671677,-0.4346577123051677,-1.768709815022633,0.537706562989797
0.657761504931398,1.112712120437832,0.0076318753121677,0.2426446080101059,0.3018975812831826,0.30229375079921,0.4140027736478263,-0.5460641473635,-3.2594773518809705,0.4413226848907925
1.32848234830773,0.6064470068997989,0.0172077789148215,0.2328720581418986,0.1795162373100143,1.4733293346839051,0.4613775203144838,-0.7721055053087231,-2.826342958204908,0.49106045713529056
1.2749482995119057,0.4070962668203678,0.0600179888768532,0.0757775822217034,0.4765188270951661,1.0011875758678443,0.1833893141345597,-0.8647025402955572,-3.2608188478166675,0.3925272054027573
1.372711360315573,1.268856195508004,0.0349957998986954,0.0704919745542355,0.3342553280927461,1.5385524562197532,0.1965420511898155,-0.2429924852010546,-2.109565069752623,0.4607894772391319
1.0487140935971666,1.139953574388905,0.0162485578023368,0.4325975839353568,0.157262550264891,1.6083241706344944,0.4650200675845545,-0.4367153547040175,-1.5918271161283646,0.5231910972077003
0.879202972110637,1.3907094001440927,0.0892418062862576,0.165111913733686,0.3919041285440775,1.242783422677008,0.2322256292852989,-0.6800179320496905,-1.5611846844217188,0.519148195097614
1.259295458292072,0.1824297579719144,0.0012212933632386,0.358080070467275,0.3140588434409228,0.2744228258206804,0.0568974733927976,-0.8992863014223871,-3.758271990139801,0.603996378544025
1.1788309921026403,0.3881238256130913,0.0661669728813256,0.4612497680176499,0.0046982161760075,1.2246847029329366,0.2317833690867951,-0.0788637848772022,-2.2958707181587603,0.6171838016791753
1.178064885164147,0.1366649117767433,0.0964061805253416,0.3498536704956627,0.2817240767815523,1.9798573784408653,0.1534647921402975,-0.6239340643833287,-3.3726458775947616,0.5876122036386278
1.0973033199712643,0.3758447887460622,0.0842920681692657,0.4015223381977189,0.3092711480987123,0.3503636122085827,0.28036787802957,-0.4278918250004402,-2.0632326066588864,0.6299244432273099
1.0144052550539024,1.358505688324954,0.0656288962945392,0.1802409097024126,0.1735244742057167,1.6306047099159398,0.3984779649551314,-0.4627325613896882,-1.5241447514917486,0.41506513935587463
0.7625690001318212,0.511169740338587,0.0350563052560474,0.1277964729889458,0.0018266787528884,0.3084851934709296,0.4251724704610145,-0.5732881935204733,-4.587872423682177,0.294803512093722
0.7613794146994821,0.8870805343520954,0.0722155211397992,0.2987634277718131,0.3461657397261539,0.1688188377362773,0.1265641805239459,-0.5020683558183043,-2.3451009237427547,0.5392414346795249
0.9598254620144092,0.4930022282019106,0.0773807324725948,0.3986592336266639,0.1283922537638487,0.0764338946720935,0.0628875521123298,-0.8159004207873097,-1.7984808823736493,0.6249294074871159
0.7320960449893837,0.2767521428173171,0.0012046770575039,0.2605690536796147,0.2761815343180696,1.683531477631497,0.0067416621953383,-0.0029938566332083,-4.251877012267889,0.5141825812108891
0.8756031795655453,0.594613181392995,0.0509908583057952,0.4201493591782477,0.0725655991402119,0.4764669080649897,0.2513781653204816,-0.7890316953219902,-2.070538967681162,0.6018546473512743
1.2702580482250485,1.2224838893111931,0.0955020102598251,0.1265881849768107,0.0065690589124211,0.7892205489526565,0.3579662284290386,-0.2224449838236313,-2.0274154643508684,0.3087530794516624
1.3032309803801616,1.0391792643159317,0.002855772634826,0.2378098648157232,0.1360398360830439,0.10320223257908,0.2749210960814415,-0.6093801177279808,-2.287144676647923,0.49003611483271925
0.833264358848635,0.3296881449976266,0.0692012860477491,0.2688081649254555,0.1106908679416608,0.9607716332842589,0.3660034690996721,-0.7197788666750635,-3.171183484600234,0.47288471111755825
1.0639792133776502,0.3867388835656596,0.0085006415922756,0.4499627997533329,0.0243236456863633,1.4671567995226005,0.1665584104583416,-0.4364631997889023,-2.140962811224419,0.5968098823598211
0.7638582962759393,0.2839621006427321,0.0885441357105774,0.1736613346998026,0.4565867198857138,1.89571966517973,0.0638774671177721,-0.2391694643317711,-3.9005655344783703,0.4826173754588581
0.8830834280637806,0.4446587830942193,0.0358224133019614,0.1361673971846885,0.0141691736063985,0.8558977998817845,0.2221409791888293,-0.2402496184901309,-3.161684870287532,0.3365558479060837
0.6431766262111894,0.3259357490239347,0.04971404194962,0.3388014447833343,0.1729770801020785,0.1808065983828357,0.3419562778133169,-0.4554382192667896,-4.603181367456331,0.5496875927985911
1.0825960038483768,0.33359629808756,0.0104631077623462,0.2908581302977117,0.3100298846416863,1.7024113946218398,0.0245552083420027,-0.1133287633260733,-2.4366793471334494,0.5391824286095925
1.01226487827464,0.3677340439523805,0.0024324936781137,0.0890574648080501,0.225588446746926,0.9321327226858924,0.2501924886356895,-0.2072047222655608,-2.697056343729552,0.325347185408873
1.0594545767940544,0.6715974804409806,0.0120179850675195,0.0524474880283109,0.0207065753477355,0.3803919533867494,0.1577785655177062,-0.783176254700449,-3.021491547072391,0.22649510500855285
1.0921874509027107,0.9932942878788568,0.0500324277631978,0.0530721800151293,0.4952076706246661,0.3192590850195722,0.3798659987598345,-0.1214610866094949,-2.153485657328729,0.3276393103067221
1.0930057755257885,1.33347270208699,0.0102386198857793,0.1985059784996313,0.1574963789862687,0.1924518221433262,0.290043146956932,-0.5694353820838118,-1.8148099524278838,0.43131221001090125
1.0878329766994703,1.1214825470874588,0.0508263013966209,0.2994163069196199,0.4712164646904825,1.5683351627465925,0.4660031806053796,-0.5870833868912666,-1.418548762752244,0.6127244233323381
1.37802459902264,0.2733575427290006,0.0248885902505975,0.2511570702830177,0.2663881693406222,1.1939770135717152,0.4420084280954873,-0.3369601557658662,-3.989370120725575,0.5223025654493085
0.8351905797511012,0.3242473091746005,0.039584161714706,0.2086874237086061,0.3993960464143458,0.5477197728971288,0.4485779894119263,-0.4993956436343096,-3.3307880035294937,0.4496382013587663
1.1958055156735443,1.0739095316357885,0.0405065046281488,0.0599159522814206,0.2057221477549667,1.1261748178703674,0.3218959232335531,-0.0599515132144311,-2.3368404165196526,0.34067345201378885
1.3296514727505324,0.4312384615782381,0.0704095816994065,0.2971024112070888,0.35273896590698,0.0799357878178921,0.1908572506566124,-0.9136270797939524,-2.6735968532478838,0.5616778944352063
1.3729362316468787,1.1248012267764442,0.0377400310966103,0.1946880252376598,0.2261810358825624,0.0071664746700133,0.3132262544115613,-0.5139966411803812,-2.2256704676634325,0.4563960211578433
1.3718354751625617,1.1708984914067728,0.053315189393771,0.2772198247308194,0.4156743273372512,1.9537611255796203,0.4331850352809773,-0.26343393570147,-1.7283330260937673,0.5972770876962841
0.8052864472891959,0.2999428641274515,0.0833079977700156,0.086763041196693,0.1647324905787066,1.3882887591306787,0.1334424159141599,-0.258883418324308,-4.602514044555796,0.3128327591718971
1.3755468286070782,0.9141917482117948,0.0797109832065793,0.2790511214698274,0.0285787758256615,1.2330109133377585,0.4190070392952749,-0.4632392416668839,-2.2011876480042156,0.4472729685073773
0.9446516884605578,1.3912059903963852,0.0366735247031746,0.302154198708022,0.437647533378254,1.988179726001764,0.3319398978336658,-0.5170056623829764,-1.3337845906687757,0.6101765418782179
1.0450208231429357,0.5491577505388318,0.0033551388368903,0.2551602459839725,0.104120802355102,1.5397937664095918,0.4642245115026935,-0.1027685366144713,-2.221452270665107,0.44866399083389297
0.907712299027104,0.849098937022885,0.0158883957825943,0.4271968958839867,0.4166431318050845,1.1773124287240546,0.2498988228638167,-0.0073011099347144,-1.687721404159708,0.6479110103680341
0.6208829594248589,0.6353237031118039,0.0392567674877532,0.3371662399845933,0.0960999876398812,1.571669373860981,0.1202501423401964,-0.2218891108112666,-3.9391090376079636,0.4984990618743268
1.2310751816887784,0.8641732065849811,0.0141782989277129,0.3757780535000024,0.2432277929879822,0.7868864242087557,0.1024649399460854,-0.116633915836576,-1.9559037927711007,0.5865875233132556
0.8642504893438692,1.095972959852253,0.08367286632228,0.3393107764119119,0.478352466804999,0.8285732596216486,0.2012170438528019,-0.8308660073547037,-1.6105842302388276,0.6115272270074001
1.040823826467622,0.2396028699011389,0.095971616801707,0.1440494339901699,0.228842078824991,0.2981857297911556,0.0745830056007794,-0.730580500046656,-2.743914797582955,0.3825447231304224
1.26617694314834,1.2428298008392875,0.0466840787402891,0.183789903591364,0.1553345716584512,0.4675703252558634,0.2242865182425333,-0.783878655100999,-1.99858965212667,0.4303150343105244
1.0997223691268565,1.1619680567762176,0.079260258272671,0.1981439997646183,0.2560617754580336,1.7923523077182082,0.1356721526856362,-0.5956010631526176,-1.5751906061118888,0.48170570964771287
0.9637304027539147,0.2985668309389256,0.07433940380377,0.3237628660075972,0.1290096579905892,0.9641058373591354,0.197552273436375,-0.2292697622877363,-2.2155245045071106,0.5507218653986001
1.343532214770862,0.3648364025777688,0.0205602830323623,0.2976121229330711,0.3946706954969209,1.0314461593627682,0.1207530818532279,-0.5343341774222528,-3.185487928510326,0.564166974430691
1.1322794887516578,1.1904713162738334,0.0968118997517223,0.1973490026607128,0.351524876036014,0.2066255265020153,0.1712726478189121,-0.5539403974571167,-1.5723042419519586,0.4682403664003232
0.988286235681114,0.2640687260887828,0.0744849089304701,0.1851197653439033,0.4233386184409395,1.5906266256556063,0.1993349622171181,-0.8720848431627791,-2.3129960848285327,0.4720573985298415
0.9221776720611587,1.3842478198801238,0.013390095775742,0.1240804531905754,0.1851537267794125,1.5774101293902258,0.2937888616875285,-0.195675593249872,-1.9246812630328443,0.3931238103280066
1.238994338815628,0.686937829776513,0.0205424407526771,0.177090048153273,0.1408159860531855,1.1644020472328065,0.2489834005762309,-0.0222744296533846,-2.7620171852663398,0.4081737946250996
1.072426846214506,0.9128363512811024,0.0694835891464393,0.3761771289436706,0.2036732294586614,1.2371667551786585,0.1574749282776629,-0.1339732946533401,-1.578836440602749,0.5581490426231994
0.7108756742316711,1.2724352405452355,0.0922770595283936,0.2986485974367828,0.4054403037413602,0.5554942428627387,0.0489421872089023,-0.6870755416370644,-2.087789785281598,0.5692530174508192
0.741249543774054,1.1477920694820578,0.0085319744276805,0.0637607860926325,0.3475904865584545,1.0128871272293634,0.4092533017958798,-0.3832392424924631,-2.954375308734571,0.39354682661837614
1.2300744141860949,0.4013507648453197,0.0050906056207977,0.3735459010688661,0.1069124934018514,1.6898720876105005,0.1013530921890591,-0.1000243235343413,-2.79524241345487,0.5526073226826611
0.90490035056179,0.679988189935802,0.0737653190405986,0.2703555810745565,0.2620719096135128,0.8195943807276664,0.2239958067660089,-0.0173105811166873,-1.997905280207272,0.5204201293793176
1.3225887528908131,0.117070320603212,0.0335798134809252,0.1938169884465038,0.0917866570253839,0.1407345806047659,0.278769895858013,-0.5811539557177763,-7.684759068351282,0.46272471659790426
1.266633180454801,0.1811713285152141,0.0606911360026168,0.3954832217406513,0.0872419230222639,0.9704262894739846,0.3352465742605114,-0.924065519622304,-3.3727327752915297,0.63574415239259
0.9398813440568122,1.2552567354509303,0.0053010285401373,0.1885157161875108,0.442724451129465,0.3271731148219685,0.4975995220371479,-0.33086735146859,-1.7911579826539854,0.4499854537209558
1.1104033632180133,1.0911843995327746,0.0213528998244339,0.4144913923166071,0.388006878501018,1.7911468244453226,0.436473240953117,-0.2875875982584007,-1.5049715403635866,0.6245187757610893
1.1786011258565872,0.5699737503602228,0.0023265171759977,0.173908084691675,0.3174166568670741,1.4105474704263936,0.3443267488293686,-0.4115356977516642,-2.6024397383044904,0.46774736836937336
1.17331804691701,0.1889443018951265,0.0507235825789178,0.2645826977495392,0.4442437935539201,1.9301368203760731,0.2032188601399036,-0.0798448414199096,-3.2674128019014876,0.5398347961693162
0.6511755500096063,0.9396578413028576,0.0251900732386138,0.2763759382129739,0.4186332302008689,1.846782458924036,0.0066459806031033,-0.3706125639800378,-2.767200899004992,0.5904059484430491
0.6806991947320974,0.9645348984140716,0.0124298435696875,0.4357401673452967,0.1188189501681963,1.1090810810676102,0.3777871721251366,-0.4200546637735977,-2.8240562193631757,0.534692504169243
1.091072710897354,0.3004625759931075,0.0675277457472779,0.2603584626639174,0.1490515676455547,1.366663018472955,0.0909168063099507,-0.919860410895976,-2.5463527187407293,0.4932716049154351
0.8745184311265988,0.1721129285629586,0.0851479801675785,0.4339024642876019,0.2515367056789512,1.9533543850942623,0.4660396919119846,-0.4238320052064389,-2.983890128196823,0.6264798543259076
0.7227809903741246,0.5384779566591876,0.0621862367353073,0.3544723800906827,0.1291695021946536,1.887533100526676,0.1439528341226193,-0.8969090435126262,-3.271526593425968,0.5057974639964868
1.153962671526537,1.258764629237067,0.0420775499957988,0.0657580901962235,0.0189216758109594,0.2611976425600912,0.0262085404774075,-0.1400691067924505,-2.46510142084769,0.24387251342091076
1.0917791140752675,0.973052824035363,0.0179570945768823,0.071977781632733,0.1185844248396767,0.1541118016693039,0.3544721892673382,-0.8224307505189116,-2.545855503772527,0.2792062644800808
0.72067239595761,0.953626191787318,0.017438189049135,0.4737926835801889,0.2503416853467037,0.9021841116798024,0.3555363405278509,-0.3940692494492011,-2.3685444152121646,0.6097955418169931
0.6703164578155973,0.6176447304155441,0.0113971906417445,0.4718706893709916,0.0596576728811923,1.9324932141303452,0.378563251549932,-0.3998918489942544,-3.4699391294200264,0.5302757505535283
0.7833247712295605,0.7777890527709809,0.0394509178788366,0.4708420591967006,0.0020741777899109,0.2869602549466408,0.3359296722686559,-0.4663117835494314,-2.19905894378727,0.6253991160144778
0.8192967708192479,0.851455225022077,0.0291705835364876,0.3432157590621691,0.1559060598968312,1.2672526743360242,0.255161427078084,-0.8106500377534129,-2.3317110956109803,0.5005587286439095
1.3518099124157388,0.3941703625202731,0.0571533788652571,0.2345938863538694,0.2286396584592386,0.563232589487225,0.4882146733424025,-0.7671439221261873,-3.0367303551667573,0.522097133908801
1.1058223966905325,0.7665982133254771,0.0834881431394286,0.0935681518273711,0.4593083757732733,0.6766751357743883,0.2785712530912749,-0.718292568218598,-2.005965582994002,0.41681985326817994
0.6118543669082387,0.7124636247361403,0.03081394472843,0.282937318101145,0.4182275725110658,1.350906875858236,0.2914886282742228,-0.0545453054170952,-3.436265358386783,0.5717784178557395
0.7887588338441758,0.8210137309397627,0.0721119819640682,0.4573930344739217,0.2538341646125004,0.4944699540869781,0.4045455151737004,-0.6682642184494776,-2.1005216802925077,0.6148177222996765
1.089755656199889,1.1765906644998212,0.0823297735136962,0.4621673802070132,0.3141733140764217,0.2622832234216929,0.0692854558316028,-0.0916395327357643,-1.2502185954121998,0.668605333147525
0.8463616173099585,0.6103974850140722,0.0409333591957697,0.4366404684037706,0.4776132157114945,1.7312490995594392,0.1363910700735666,-0.9142238550603388,-2.0615854264157445,0.6585541651850235
0.6768058278152812,0.6205956422450807,0.0437158846453925,0.0946410897349422,0.419904673832288,1.7758009838724662,0.4821421297762345,-0.0396086335091525,-3.726622129126356,0.4595666153397815
1.1240223403417713,1.3663467471681623,0.0259073099848565,0.4699464666472167,0.446745043274444,1.4202016270913995,0.3047178976015946,-0.1931515917227158,-1.2836611054741696,0.678710149853714
